REF;NAME;PVP03;PVP04;PVP02
0009185;VINILO HIPOPOTAMO PARA CONO (MEDIDA 12 X 8,80 CM) BLANCO;0.6;0.66;0.72
0009186;VINILO OSITO PARA CONO (MEDIDA 12 X 8,60 CM) BLANCO;0.6;0.66;0.72
0009187;VINILO CARACOL PARA CONO (MEDIDA 12 X 12 CM) BLANCO;0.6;0.66;0.72
0009196;CIRCULO MARCAJE;0.8;0.88;0.96
0009197;SET 6 UNIDADES DELIMITADOR LINEA POLIVINILO;5.9;6.49;7.08
0009198;SET 6 UNIDADES DELIMITADOR CÓRNER POLIVINILO;10.5;11.55;12.6
0009199;ROLLO CINTA PARA MARCAR CAMPOS;2.26;2.49;2.71
0009200;TRINEO ENTRENAMIENTO;42.5;46.75;51
0009202;RESISTANCE TRAINER;32.95;36.25;39.54
0009204;JUMPING TRAINER;14.9;16.39;17.88
0009205;CINTURÓN ISOMÉTRICO;25.8;28.38;30.96
0009206;CINTURÓN DE CARGA EXTRA SOFTEE;9.5;10.45;11.4
0009207;ANILLAS DE SUSPENSIÓN ABS SOFTEE;16.91;18.6;20.29
0009208;ANILLAS DE SUSPENSIÓN MADERA SOFTEE;22.86;25.15;27.43
0009209;MULTI-EXPANDER SOFTEE;40.14;44.15;48.17
0009210;RESISTANCE TRAINER LATERAL SOFTEE;16.47;18.12;19.76
0009211;JUEGO DE SOPORTE TOBILLO PARA INVERSIÓN;32.38;35.62;38.86
0009212;BARRAS FONDOS SOFTEE -PAR-;45;49.5;54
0009213;RUEDA ENTRENAMIENTO PLUS SOFTEE;25.41;27.95;30.49
0009214;SUSPENSIÓN TRAINER SOFTEE;14;15.4;16.8
0009215;SISTEMA DESARROLLO MUSCULATURA ANTEBRAZO;8.5;9.35;10.2
0009217;RUEDA ABDOMINAL DOBLE SOFTEE TRUCK;13.95;15.35;16.74
0009218;RUEDA ABDOMINAL SIMPLE SOFTEE TRUCK;10.95;12.05;13.14
0009300;YOYÓ MADERA;0.99;1.09;1.14
0009301;JUEGO 3 AROS MALABARES;3.05;3.36;3.66
0009371;JUEGO 3 PAÑUELOS MALABARES;1.8;1.98;2.16
0009401;SET PLATO CHINO;1.53;1.68;1.84
0009411;SET PALOS DEL DIABLO;6.8;7.48;8.16
0009601;JUEGO PELOTA DIVERTIDA SOFTEE 2.0;2.85;3.14;3.42
0009602;CONO FOAM 32 CM -AZUL, ROJO, NARANJA, AMARILLO, VERDE, VIOLETA-;2.69;2.96;3.23
0009603;JUEGO DE PELOTA DIVERTIDA;3;3.3;3.6
0009607;TUNEL MULTIJUEGOS SOFTEE 1,5M;9.9;10.89;11.88
0009610;SOGATIRA INFANTIL DE 5 MTS;13.95;15.35;16.74
0009611;SOGATIRA INFANTIL DE 10 MTS;27.9;30.69;33.48
0009613;SOGATIRA SOFTEE BASIC -METRO LINEAL-;1.5;1.65;1.8
0009617;PALA PVC DELUXE;2.5;2.75;2.88
0009618;CUERDA DE EQUILIBRIO DE 2 MT;65.85;72.44;79.02
0009619;CUERDA DE EQUILIBRIO DE 1,5 MT;49.35;54.29;59.22
0009620;TRAMPOLÍN MUELLES REFORZADOS 1 MT;26;28.6;31.2
0009621;CUERDA DE EQUILIBRIO DE 1 MT;32.9;36.19;39.48
0009629;PROTECTOR CIRCULAR TRAMPOLÍN PLUS;35;38.5;42
0009630;TRAMPOLÍN PLUS;189;207.9;226.8
0009631;PARACAÍDAS 3,5MT;25.13;27.64;30.16
0009632;PARACAÍDAS 6MT;35.95;39.55;43.14
0009633;PARACAÍDAS 7MT;56.5;62.15;67.8
0009634;PARACAÍDAS 2MT;11.99;13.19;14.39
0009635;PARACAIDAS ENTRENAMIENTO;12.68;13.95;15.22
0009638;CASA JUEGOS;33;36.3;39.6
0009640;SEMIESFERA BALANCE 18 CM;4.9;5.39;5.88
0009641;PLATAFORMA BALANCE 30 CM;11.2;12.32;13.44
0009645;JUEGO CUCURUCHO;1.6;1.76;1.92
0009646;PIEZA PLASTICO PARA HACER FORMAS PLANAS;0.87;0.96;1.04
0009647;CUBO PSICOMOTRICIDAD;2.9;3.19;3.48
0009649;JUEGO LANZAMIENTO HERRADURAS -4 UNIDADES-;8.14;8.95;9.77
0009650;PORTERIA PARA DISCOS VOLADORES;21.75;23.93;26.1
0009652;JUEGO DE RED;4.75;5.23;5.7
0009655;PELOTA CON MANGO;1.8;1.98;2.16
0009656;PELOTA CON ASA;1.5;1.65;1.8
0009660;PELOTA LLENADO PISCINA PVC 8 CM;0.13;0.14;0.16
0009661;PLOT RUGBY;2.4;2.64;2.88
0009664;DOBLE PLATAFORMA BALANCE CIRCULAR;8.9;9.79;10.68
0009665;SET CONSTRUCCION FOAM 50 UNIDADES FORMAS GEOMETRICAS;9.9;10.89;11.88
0009666;SET 30 CUBOS FOAM (ALFABETO Y NUMEROS);9.9;10.89;11.88
0009667;SET LETRAS Y NÚMEROS FOAM;2.88;3.17;3.46
0009668;SET ANIMALES FOAM;2.88;3.17;3.46
0009669;PLATAFORMA CILINDRO HINCHABLE 45 CM;6.9;7.59;8.28
0009670;BALANCE BOARD;6.75;7.43;8.1
0009672;CATCHER SOFTEE STICK;4.95;5.45;5.94
0009673;JABALINA TORPEDO 3.0;3.25;3.58;3.9
0009674;JABALINA TORPEDO;1.25;1.38;1.5
0009675;SABLE FOAM;2.3;2.53;2.76
0009678;MANTA DIANA;13.4;14.74;16.08
0009689;SET 6 DISCOS VOLADORES SUPERBLANDOS NUMERADOS;13.13;14.44;15.76
0009690;SET 6 CUADRADOS COLORES;9;9.9;10.8
0009699;MANTA SOFTEE HOPSCOTCH;27;29.7;32.4
0009700;MANTA SOFTEE PASOS;21;23.1;25.2
0009702;MINIJUEGO DE BOLOS SOFTEE PVC;4.8;5.28;5.76
0009703;HULA HOOP DESMONTABLE SOFTEE;3.99;4.39;4.79
0009706;HULA HOOP ACERO INOX VACÍO;9.9;10.89;11.88
0009742;COMBA DE POLIÉSTER;0.95;1.05;1.14
0009743;COMBA DE POLIÉSTER DELUXE;2.8;3.08;3.36
0009744;COMBA CUERO;5.76;6.34;6.91
0009745;COMBA MANGO FOAM;1.2;1.32;1.44
0009759;JUEGO PETANCA PROFESIONAL (0 LINEAS);4.95;5.45;5.94
0009760;JUEGO PETANCA PROFESIONAL (1 LINEA);4.95;5.45;5.94
0009761;JUEGO PETANCA PROFESIONAL (2 LINEAS);4.95;5.45;5.94
0009762;JUEGO PETANCA PROFESIONAL (3 LINEAS);4.95;5.45;5.94
0009763;JUEGO 6 BOLAS PETANCA PVC;1.73;1.9;2.08
0009775;INDIAKA FÚTBOL PLUMA 21CM;0.84;0.92;1.01
0009776;INDIAKA FÚTBOL PLUMA BICOLOR;0.95;1.05;1.14
0009777;INDIAKA FÚTBOL PLUMA FASHION;1.23;1.35;1.48
0009778;INDIAKA FÚTBOL PLUMA DARK;1.85;2.04;2.22
0009801;BOLSA 50 CANICAS SOFTEE 1.0;1.1;1.21;1.27
0009802;BOLSA 50 CANICAS SOFTEE 2.0;1.4;1.54;1.61
0009803;BOLSA 50 CANICAS SOFTEE 3.0;0.9;0.99;1.04
0009806;CARIOCA;3.65;4.02;4.38
0009814;JABALINA DE ESPUMA;3.95;4.35;4.74
0009835;SET 4 PELOTAS PARA PALA MADERA COMPETICIÓN SOFTEE;0.49;0.54;0.59
0009854;SET DE RAQUETAS ENERGY;6.95;7.65;8.34
0009900;BILLAR CAMPEONATO;299;328.9;343.85
0009921;AIR HOCKEY PLEGABLE;89;97.9;102.35
0009922;MESA AIR HOCKEY CLASICA;59;64.9;67.85
0009923;MESA AIR HOCKEY CAMPEONATO;199;218.9;228.85
0009924;TIRADOR AIR HOCKEY;1.89;2.08;2.17
0009925;FICHA AIR HOCKEY;0.99;1.09;1.14
0009938;TIZA PARA TACO BILLAR;0.64;0.7;0.74
0009939;TRIANGULO BILLAR;5.17;5.69;5.95
0009940;TACO BILLAR 155 CM;7.77;8.55;8.94
0009941;SET BOLAS BILLAR;15.57;17.13;17.91
0009942;TACO BILLAR 122 CM;6.6;7.26;7.59
0009950;BOLA FUTBOLIN;0.59;0.65;0.68
0009954;FUTBOLÍN PLEGABLE;82.9;91.19;95.34
0009955;FUTBOLÍN CAMPEONATO NEW;169;185.9;194.35
0009956;FUTBOLÍN FIRE;39.5;43.45;45.43
0009958;FUTBOLÍN TRAINING;64.9;71.39;74.64
0010006;SET AROS LANZAMIENTO PVC;4.8;5.28;5.76
0010090;TCHOUKBALL;59;64.9;70.8
0010153;PELOTA TYRE GRANDE;2.95;3.25;3.54
0010154;PELOTA TYRE PEQUEÑA;1.8;1.98;2.16
0010155;PELOTA PVC TRANSPARENTE 170 MM;1.3;1.43;1.56
0010156;PELOTA PVC TRANSPARENTE 260 MM;1.95;2.15;2.34
0010158;PELOTA PVC BLANCA 0-6 AÑOS;1.38;1.52;1.66
0010159;PELOTA PVC RUGBY MASSAGE SOFT;1.38;1.52;1.66
0010164;PELOTA PVC RELIEVE;1.2;1.32;1.44
0010166;PELOTA PVC FUTBOL PRIMARIA;1.7;1.87;2.04
0010167;PELOTA PVC BALONCESTO PRIMARIA;1.7;1.87;2.04
0010170;PELOTA LACROSSE INICIACIÓN HINCHABLE;1.2;1.32;1.44
0010401;PORTERÍA MULTIUSOS PVC 1,20 X 0,60 M;39.5;43.45;45.43
0010402;PORTERÍA MULTIUSOS PVC 2,40 X 1,20 M;57;62.7;65.55
0010404;PORTERIA MULTIUSOS METÁLICA  120 x 90 x 60 CM;12;13.2;14.4
0010405;PORTERIA MULTIUSOS METÁLICA  160 X 115 X 60 CM;19;20.9;22.8
0010406;PORTERIA MULTIUSOS METÁLICA   300 X 180 X 90 CM;44;48.4;52.8
0010452;JUEGO DE DOMINÓ PLUS MULTICOLOR;3.95;4.35;4.54
0010453;BINGO;8.75;9.63;10.06
0010454;DIANA SOFTEE SAFETY;9.95;10.95;11.44
0010455;DIANA MAGNÉTICA DART;3.99;4.39;4.59
0010460;JUEGO DE DOMINÓ SOFTEE;2.95;3.25;3.39
0010461;CUBILETE CON DADOS SOFTEE;0.69;0.76;0.79
0010462;DADO SOFTEE 1.0;0.09;0.1;0.1
0010463;JUEGO AJEDREZ MADERA PLEGABLE SOFTEE 38 x 38 CM;9.9;10.89;11.39
0010464;BARAJA DE CARTAS SOFTEE;0.99;1.09;1.14
0010466;CUBO PRO 3.0;2.99;3.29;3.44
0010467;CUBO EX 3.0;1.19;1.31;1.37
0010468;CUBO BASIC 3.0;0.49;0.54;0.56
0010469;CUBO PRO 4.0;3.55;3.91;4.08
0010472;JUEGO PIEZAS AJEDREZ PVC 9 CM(BLANCAS+NEGRAS);3.95;4.35;4.54
0010473;FICHAS DAMAS MADERA (12 FICHAS NEGRAS + 12 FICHAS BLANCAS);1.8;1.98;2.07
0010474;RELOJ AJEDREZ SOFTEE CRONO;14.9;16.39;17.88
0010475;CRONÓMETRO CUBO RUBIK SOFTEE;14.9;16.39;17.88
0010477;JUEGO FICHAS AJEDREZ MADERA 9 CM (BLANCAS+NEGRAS);4.95;5.45;5.69
0010478;JUEGO FICHAS AJEDREZ MADERA 11 CM (BLANCAS+NEGRAS);7.8;8.58;8.97
0010481;TABLERO PLAY PARCHIS-AJEDREZ;13.95;15.35;16.04
0010483;TABLERO AJEDREZ-OCA;2.35;2.59;2.7
0010484;TABLERO AJEDREZ 43 CM PLEGABLE;2.15;2.37;2.47
0010485;TABLERO AJEDREZ 33 CM PLEGABLE;1.3;1.43;1.5
0010493;PACK 4 CUBILETES CON FICHAS DE PARCHÍS Y DADOS;0.9;0.99;1.04
0010512;PELOTA RITMICA NACARADA JUNIOR BLANCO/AZUL;2.82;3.1;3.38
0010513;PELOTA RITMICA NACARADA JUNIOR BLANCO /VERDE;2.82;3.1;3.38
0010514;PELOTA RITMICA NACARADA SENIOR BLANCO/AZUL;3.57;3.93;4.28
0010515;PELOTA RITMICA FUTURE JUNIOR ROSA;2.82;3.1;3.38
0010516;PELOTA RITMICA FUTURE JUNIOR AZUL;2.82;3.1;3.38
0010517;PELOTA RITMICA FUTURE SENIOR VIOLETA;3.57;3.93;4.28
0010595;STICK-VARILLA PARA CINTA RÍTMICA;1.9;2.09;2.28
0010612;SOPORTE PARA MAZAS;27.8;27.8;34.47
0010613;SOPORTE MADERA PARA AROS/CUERDAS;17.2;17.2;21.33
0010615;SOPORTE METALICO COLCHONETAS, AROS Y CUERDAS NEW;17.9;19.69;21.48
0010802;SOPORTE PREBÉISBOL FOAM (CON BATE Y PELOTA);13.95;15.35;16.74
0010803;BATE BÉISBOL FOAM REGULABLE;7.17;7.89;8.6
0010804;BATE BÉISBOL FOAM;2.74;3.01;3.29
0010805;PELOTA BÉISBOL FOAM;0.74;0.81;0.89
0010806;PELOTA BÉISBOL PU 7,2CM;0.99;1.09;1.19
0010807;PELOTA BÉISBOL PU SOFT 7,2CM;0.99;1.09;1.19
0010809;PELOTA FOAM 5 CM;0.63;0.69;0.76
0010833;DIABOLO 2.0;4.99;5.49;5.99
0010840;SET PALOS DE DIABLO FOAM;9.48;10.43;11.38
0010842;FLORETE ESPADA FOAM;2.55;2.81;3.06
0010852;PELOTA RUGBY FOAM TORBELLINO;3.96;4.36;4.75
0010889;PELOTA SALTARINA FUTBOL 3.2CM;0.49;0.54;0.59
0010895;ARO SOL FOAM;1.7;1.87;2.04
0010896;BOOMERANG FOAM;1.85;2.04;2.22
0010897;MINIPELOTA TENIS FOAM;0.48;0.48;0.48
0010900;PELOTA FOAM FORMA BALON BALONCESTO;4.88;5.37;5.86
0010901;PELOTA FOAM FORMA BALÓN FÚTBOL;4.88;5.37;5.86
0010902;PELOTA FOAM FORMA BALÓN VOLEIBOL;4.88;5.37;5.86
0010903;PELOTA FOAM FORMA BALÓN FÚTBOL SALA;3.75;4.13;4.5
0010905;PELOTA LUMINOSA FUTBOL 6.5CM;1.2;1.32;1.44
0010906;PELOTA LUMINOSA VOLEY 7.5CM;1.45;1.6;1.74
0010907;PELOTA LUMINOSA MASAJE 7CM;1.4;1.54;1.68
0011101;PORTERÍA MULTIUSOS PVC 100 X 65 CM;16.83;18.51;19.35
0011104;PORTERÍA MULTIUSOS PVC REFORZADO 100  X 65 CM -INCLUYE RED-;22.57;24.83;25.96
0011106;PORTERÍA HOCKEY/FLOORBALL MULTIUSOS  PVC 100 X 70 CM;11.5;12.65;13.23
0011120;STICK HOCKEY HIERBA;4.9;5.39;5.88
0011123;STICK HOCKEY FIBRA SOFTEE;17;18.7;20.4
0011124;STICK HOCKEY JR POLICARBONATO SOFTEE -89 CM-;7.9;8.69;9.48
0011125;STICK HOCKEY HIERBA FIELD;5.88;6.47;7.06
0011126;STICK HOCKEY HIERBA FACTOR;5.39;5.93;6.47
0011127;STICK HOCKEY PATINES SOFTEE ROLLER 100% FIBRA DE VIDRIO;29;31.9;34.8
0011152;PASTILLA HOCKEY/FLOORBALL SOFT;0.56;0.62;0.67
0011202;SOPORTE PREBÉISBOL SUPER SEGURO;13.68;15.05;16.42
0011203;SET BASES CAUCHO BEISBOL -3 BASES Y 1 'HOME BASE';4.65;5.12;5.58
0011210;PELOTA BÉISBOL SOFT;0.87;0.96;1.04
0011216;BATE BEISBOL SOFTEE MADERA 69CM;5.5;6.05;6.6
0011218;BATE BÉISBOL SOFTEE MADERA 90 CM;7.16;7.88;8.59
0011238;GUANTES BEISBOL SOFTEE JUNIOR TALLA 9 MANO IZQUIERDA;8.3;9.13;9.96
0011430;VALLA PLEGABLE SOFTEE;3.9;4.29;4.68
0011491;VALLA INICIACIÓN ANTILESIÓN FIJA 3 ALTURAS PROTECCIONES FOAM;29.38;32.32;35.26
0011511;VALLA INTERIOR REGULABLE;10;11;12
0011701;DISCO LANZAMIENTO EXTRA SOFT;7.2;7.92;8.64
0011821;CUERDA SALTÓMETRO CON CONTRAPESOS;8;8.8;9.6
0011822;CUERDA ELÁSTICA TRAMOS SALTÓMETRO;13;14.3;15.6
0011823;JUEGO SALTÓMETRO METÁLICOS GRADUABLES 2 MT                                                          ;77.15;77.15;88.72
0011862;ESCALERA AGILIDAD 6MT;6.99;7.69;8.39
0011863;ESCALERA AGILIDAD 8MT;9.46;10.41;11.35
0011880;SOPORTE JABALINAS;139;139;159.85
0012001;CINTA MÉTRICA 20 MT;3.95;4.35;4.74
0012002;CINTA MÉTRICA 30 MT;4.5;4.95;5.4
0012003;CINTA MÉTRICA 50 MT;5.7;6.27;6.84
0012004;CINTA MÉTRICA 10 MT;3.65;4.02;4.38
0012005;CINTA MÉTRICA 100 MT;15;16.5;18
0012006;FLEXIBILITY TESTER;19.9;21.89;23.88
0012010;FLEXÓMETRO 7,5 MTS SOFTEE SCALE;2.25;2.48;2.7
0012011;FLEXÓMETRO 5 MTS SOFTEE SCALE;1.49;1.64;1.79
0012012;FLEXÓMETRO 3 MTS SOFTEE SCALE;1.25;1.38;1.5
0012013;FLEXÓMETRO 7,5 MTS SOFTEE DISTANCE;4.62;5.08;5.54
0012014;FLEXÓMETRO 5 MTS SOFTEE DISTANCE;3.36;3.7;4.03
0012015;FLEXÓMETRO 3 MTS SOFTEE DISTANCE;2.1;2.31;2.52
0012016;FLEXÓMETRO 7,5 MTS SOFTEE MILLE;2.75;3.03;3.3
0012017;FLEXÓMETRO 5 MTS SOFTEE MILLE;2.09;2.3;2.51
0012018;FLEXÓMETRO 3 MTS SOFTEE MILLE;1.43;1.57;1.72
0012024;CRONÓMETRO SOFTEE TIME;4.95;5.45;5.94
0012025;CRONÓMETRO SOFTEE SPEED T100;12.95;14.25;15.54
0012026;CRONÓMETRO SOFTEE SPEED T30;9.95;10.95;11.94
0012027;CRONÓMETRO SOFTEE STOP S100;14.95;16.45;17.94
0012028;CRONÓMETRO SOFTEE WATCH;5.45;6;6.54
0012031;BRÚJULA METÁLICA CON REGLA;2.9;3.19;3.48
0012032;BRÚJULA METÁLICA;1.79;1.97;2.15
0012033;BRÚJULA COLEGIAL;1.75;1.93;2.1
0012034;BRÚJULA SOFTEE NORTE;2.8;3.08;3.36
0012035;BRÚJULA SOFTEE SUR;1.6;1.76;1.92
0012036;BRÚJULA SOFTEE ESTE;1.45;1.6;1.74
0012037;BRÚJULA SOFTEE OESTE;1.99;2.19;2.39
0012040;BALIZA ORIENTACIÓN;2.97;3.27;3.56
0012042;MEDIDOR DE DISTANCIAS EN MAPAS SOFTEE SCALE (CURVÍMETRO);5.95;6.55;7.14
0012043;CONTADOR SOFTEE PLASTIC;1.1;1.21;1.32
0012044;CONTADOR SOFTEE IRON;1.25;1.38;1.5
0012046;SET 10 PINZAS DE ORIENTACION;14.85;16.34;17.82
0012160;LUZ FRONTAL SIGMA HEADLED II;11.99;11.99;11.99
0012161;SET BUSTER 100 +  NUGGET II SIGMA (faro delantero+trasero bici);17.9;17.9;17.9
0012301;SILLA JUEZ DE TENIS;219;219;251.85
0012311;JUEGO POSTES TENIS METALICOS Ø 80 MM FIJOS -NO INCLUYEN BOTES-;79;79;90.85
0012312;JUEGO POSTES TENIS METALICOS Ø 80 MM TRASLADABLES;177;177;203.55
0012313;JUEGO BOTES CON TAPA PARA POSTES FIJOS                                                              ;15;15;17.25
0012315;JUEGO POSTES TENIS FIJOS CUADRADOS 80 X 80 MM -NO INCLUYEN BOTES-;92.9;92.9;106.84
0012320;JUEGO POSTES TENIS FIJOS ALUMINIO SECCION  CUADRADA 80 X 80 MM -BOTES INCLUIDOS-;157.35;157.35;180.95
0012322;JUEGO POSTES TENIS TRASLADABLES ALUMINIO SECCION CUADRADA 80 X 80 MM;294.9;294.9;339.14
0012323;JUEGO POSTES DE TENIS FIJOS Ø 80 MM CON BASE PARA ATORNILLAR -NO INCLUYE TORNILLERIA-;119;119;136.85
0012324;JUEGO POSTES TENIS TRASLADABLES CUADRADOS 80 X 80 MM;195;195;224.25
0012325;JUEGO POSTES DE TENIS FIJOS CUADRADO 80 X 80 MM CON BASE PARA ATORNILLAR -NO INCLUYE TORNILLERIA-;131.5;131.5;151.23
0012326;JUEGO POSTES TENIS ALUMINIO Ø 90 MM FIJOS - BOTES INCLUIDOS-;162.5;162.5;186.88
0012327;JUEGO POSTES TENIS TRASLADABLES ALUMINIO Ø 90 MM;299.9;299.9;344.89
0012350;JUEGO POSTES PADEL METALICOS Ø 80 MM FIJOS -NO INCLUYEN BOTES-;79;79;90.85
0012353;JUEGO POSTES PADEL ALUMINIO FIJOS SECCION CUADRADA 80 X 80 MM -BOTES INCLUIDOS-;157.35;157.35;180.95
0012356;JUEGO BOTES CON TAPA PARA POSTES FIJOS SECCION CUADRADA;24;24;27.6
0012357;JUEGO POSTES DE PADEL FIJOS Ø 80 MM CON BASE PARA ATORNILLAR -NO INCLUYE TORNILLERIA-;119;119;136.85
0012358;JUEGO POSTES DE PADEL FIJOS CUADRADOS 80X 80 MM-NO INCLUYE BOTES- ;92.9;92.9;106.84
0012360;JUEGO POSTES DE PADEL FIJOS CUADRADO 80 X 80 MM CON BASE PARA ATORNILLAR -NO INCLUYE TORNILLERIA-;131.5;131.5;151.23
0012361;JUEGO POSTES PADEL ALUMINIO Ø 90 MM FIJOS - BOTES INCLUIDOS-;162.5;162.5;186.88
0012409;JGO POSTES MULTIALTURAS ALUMINIO TUBO DE 90 FIJOS;269;269;309.35
0012410;JGO POSTES MULTIALTURAS ALUMINIO TUBO DE 90 TRASLADABLES;390;390;448.5
0012411;SILLA JUEZ DE VOLEIBOL;285;285;327.75
0012413;JUEGO VOLEIBOL METALICOS TRASLADABLES REGULABLE A TENIS -NO INCLUYEN BOTES-;275;275;316.25
0012414;JUEGO VOLEIBOL METALICOS FIJOS REGULABLE A TENIS -NO INCLUYEN BOTES-                                          ;169;169;194.35
0012415;JUEGO POSTES FUTTENIS-FUTTVOLEY METALICOS CON CONTRAPESOS ;141;141;162.15
0012417;JUEGO POSTES VOLEÍBOL TRASLADABLES ALUMINIO Ø 90 MM -BOTES INCLUIDOS-;409.95;409.95;471.44
0012418;JUEGO POSTES VOLEÍBOL FIJOS ALUMINIO Ø 90 MM  -BOTES INCLUIDOS-;275.75;275.75;317.11
0012419;JUEGO 3 POSTES VOLEIBOL FIJOS PARA PISTA DOBLE -NO INCLUYEN BOTES-;207;207;238.05
0012421;JUEGO POSTES VOLEIBOL METALICOS Ø 80 MM FIJOS -NO INCLUYEN BOTES-;121;121;139.15
0012422;JUEGO POSTES VOLEIBOL METALICOS Ø 80 MM TRASLADABLES;219;219;251.85
0012425;JUEGO POSTES VOLEY PLAYA FIJOS;46.4;46.4;53.36
0012427;JUEGO POSTES VOLEÍBOL FIJOS DE ALUMINIO SECCION CUADRADA 80 X 80MM -BOTES INCLUIDOS-;265.72;265.72;305.58
0012429;JUEGO POSTES VOLEÍBOL TRASLADABLES DE ALUMINIO SECCION CUADRADA 80 X 80MM;404.55;404.55;465.23
0012431;JGO POSTES BADMINTON FIJOS;50.7;50.7;58.31
0012432;JGO POSTES BADMINTON TRASLADABLES CON CONTRAPESOS Y RUEDAS;99;99;113.85
0012433;JUEGO POSTES BADMINTON ALUMINIO TUBO DE 90 MM COMPETICIÓN;256;256;294
0012435;JUEGO POSTES DE VOLEIBOL METALICOS CUADRADOS 80X80 MM FIJOS  -NO INCLUYEN BOTES-;135;135;155.25
0012436;JUEGO POSTES VOLEIBOL METALICOS CUADRADOS 80 X 80 MM TRASLADABLES;229;229;263.35
0012501;JGO PORTERÍAS F.SALA/BALONMANO METÁLICAS FIJAS 80X80MM (arquillos galvanizados en caliente);432;432;496.8
0012502;JGO PORTERÍAS F.SALA/BALONMANO METÁLICAS TRASLADABLES 80X80MM CON BASE 80X40MM;575.77;575.77;662.14
0012503;JGO PORTERÍAS F.SALA/BALONMANO MADERA TRASLADABLES 80X80MM CON BASE DE TUBO REDONDO;499;499;573.85
0012506;JGO PORTERÍAS F.SALA/BALONMANO METÁLICAS TRASLADABLES 80X80MM CON BASE DE TUBO REDONDO;489.25;489.25;562.64
0012507;JGO PORTERÍAS F.SALA/BALONMANO ANTIVANDALICAS METÁLICAS TRASLADABLES 80X80MM -PORTES DEBIDOS-;1219;1219;1401.85
0012509;JUEGO PORTERÍAS F.SALA/BALONMANO - CANASTA BASKET;1325;1325;1523.75
0012510;JUEGO PORTERÍAS ALUMINIO BALONMANO-FÚTBOL SALA 80X80 TRASLADABLES CON BASE TUBO REDONDO (arquillos galvanizados en caliente);586.95;586.95;674.99
0012511;JUEGO PORTERÍAS ALUMINIO BALONMANO-FÚTBOL SALA FIJAS 80X80;561.76;561.76;646.03
0012512;JGO PORTERÍAS F.SALA/BALONMANO ALUMINIO TRASLADABLES 80X80MM CON BASE 80X40MM;659;659;757.85
0012513;JGO PORTERÍAS F.SALA/BALONMANO MADERA TRASLADABLES 80X80MM CON BASE 80X40MM;581;581;668.15
0012515;JGO PORTERÍAS F.SALA/BALONMANO ALUMINIO  80X80MM ABATIBLES ;654;654;752.1
0012519;JUEGO DE BASES PARA RED DE PORTERIAS FUTBOL SALA FIJAS;94.9;94.9;109.14
0012524;SISTEMA DE SEGURIDAD -UNIDAD- SIMPLE PARA PORTERIA FUTBOL SALA BASE DE TUBO                         ;2.95;2.95;3.39
0012525;SISTEMA DE SEGURIDAD -UNIDAD- DOBLE PARA PORTERIA FUTBOL SALA BASE DE TUBO ;3.5;3.5;4.03
0012527;SISTEMA DE SEGURIDAD -UNIDAD- DOBLE PARA PORTERIA FUTBOL SALA BASE 80 x 40 MM;5;5;5.75
0012529 ;JUEGO BASES PORTERIAS FUTBOL 11 PARA RECOGIDA DE RED ;167.5;167.5;192.65
0012531;JGO PORTERÍAS FÚTBOL 11 METÁLICAS FIJAS TUBO 100 MM REGLAMENTARIAS;667;667;767.05
0012533;JGO PORTERÍAS FÚTBOL 11 METÁLICAS TRASLADABLES TUBO 100 MM REGLAMENTARIAS;914;914;1051.1
0012534;JUEGO PORTERÍAS ALUMINIO FÚTBOL 11  120X100 MM TRASLADABLES (arquillos galvanizados en caliente);1536.15;1536.15;1766.57
0012535 ;JUEGO PORTERÍAS ALUMINIO FÚTBOL 11  120X100 MM FIJAS (arquillos galvanizados en caliente);875.17;875.17;1006.45
0012538;JUEGO PORTERÍAS ALUMINIO FÚTBOL 11 120X100 ABATIBLES CON ARQUILLOS GALVANIZADOS EN CALIENTE;1258.95;1258.95;1447.79
0012539;JUEGO PORTERÍAS ALUMINIO FÚTBOL 11 120X100 MM ABATIBLES ARQUILLOS LACADOS;1199;1199;1378.85
0012540;JUEGO BASES PORTERIAS FUTBOL 7 PARA RECOGIDA DE RED ;157.5;157.5;151.13
0012541;JGO PORTERÍAS FÚTBOL 7 METÁLICAS FIJAS TUBO 100 MM REGLAMENTARIAS;599;599;688.85
0012542;JGO PORTERÍAS FÚTBOL 7 METÁLICAS TRASLADABLES TUBO 80 MM REGLAMENTARIAS;752;752;864.8
0012543;JUEGO PORTERÍAS ALUMINIO FÚTBOL 7  120X100 MM TRASLADABLES (arquillos galvanizados en caliente);1437.45;1437.45;1653.07
0012544 ;JUEGO PORTERÍAS ALUMINIO FÚTBOL 7  120X100 MM FIJAS (arquillos galvanizados en caliente);809.78;809.78;931.25
0012545;JUEGO PORTERÍAS ALUMINIO FÚTBOL 7  120X100 MM ABATIBLES ARQUILLOS LACADOS;1129;1129;1298.35
0012549;JUEGO 4 POSTES TRASEROS METALICOS PARA SUJECCION RED TIPO CAJÓN ;120;120;138
0012550;JUEGO PORTERÍAS FÚTBOL-PLAYA METALICAS 100 MM -color naranja-;613.54;613.54;705.57
0012553;PORTERIA MULTIUSOS  PLEGABLE METALICA 140 X 105                                              ;131.2;131.2;150.88
0012554;JUEGO PORTERÍAS FÚTBOL-PLAYA ALUMINIO 120X100 MM -color blanco-;899;899;1033.85
